//************************************************
// File Format Version 3.2
// Janus Release 3.2.3
// Acquisition Mode: Spectroscopy
// Energy Histogram Channels: 8192
// ToA/ToT LSB: 0.5 ns
// Run start time: Wed Oct 29 19:35:22 2025 UTC
// Run info format:
// Detector Run Date LocalTime Location DetectorPositionXYZ Theta Phi PlaneSeparation MinADC
//************************************************
COMMENTS: 
ATHAB 151 29OCT2025 19:35:22 Pyramid 3.0 25.0 0.8 0.0 0.0 0.86 100 
		Tstamp_us	   TrgID	     Brd	      Ch	      LG	      HG
		524490.848	      74	      03	      20	     829	    2494
		524490.808	      74	      05	      18	    1930	    5775
		524490.808	      74	      05	      19	     496	    1421
		527434.040	      75	      00	      15	    2278	    6916
		527434.040	      75	      02	      14	     627	    1897
		527434.040	      75	      02	      15	    1259	    3810
		527434.008	      75	      04	      14	    1701	    5055
		527434.008	      75	      04	      15	    2140	    6419
		527434.064	      75	      01	      11	    1251	    3784
		527434.064	      75	      01	      12	     797	    2423
		527434.024	      75	      03	      15	    2037	    6218
		527434.024	      75	      03	      16	     203	     590
		527433.984	      75	      05	      18	    1665	    4972
		527433.984	      75	      05	      19	     441	    1228
		533895.376	      76	      00	      07	     861	    2621
		533895.376	      76	      00	      08	    2077	    6422
		533895.376	      76	      02	      03	     435	    1332
		533895.376	      76	      02	      04	    1838	    5548
		533895.344	      76	      04	      00	    2119	    6328
		533895.400	      76	      01	      26	     610	    1878
		533895.400	      76	      01	      27	    1475	    4528
		533895.352	      76	      03	      23	    1348	    4098
		533895.352	      76	      03	      24	     413	    1227
		533895.320	      76	      05	      20	    1648	    4828
		548181.136	      77	      00	      04	     824	    2477
		550718.408	      78	      00	      05	    1718	    5196
		550718.408	      78	      02	      09	    1550	    4725
		550718.408	      78	      02	      10	     931	    2840
		550718.376	      78	      04	      14	    1896	    5643
		550718.376	      78	      04	      15	     269	     665
		550718.432	      78	      01	      38	    1689	    5227
		550718.384	      78	      03	      39	    1216	    3716
		550718.384	      78	      03	      40	     789	    2464
		550718.352	      78	      05	      40	     399	    1105
		550718.352	      78	      05	      41	    1615	    4751
		558310.768	      79	      00	      00	    2922	    8027
		558310.768	      79	      00	      01	     823	    2457
		558310.768	      79	      00	      02	     127	     300
		558310.776	      79	      02	      14	    3545	    8136
		558310.776	      79	      02	      15	     651	    1987
		558310.736	      79	      04	      27	    1391	    4158
		558310.752	      79	      03	      23	    3114	    8137
		558310.752	      79	      03	      24	     695	    2223
		558310.752	      79	      03	      25	     133	     331
		558310.720	      79	      05	      22	    1777	    5311
		558310.720	      79	      05	      23	    2170	    6464
		567888.096	      80	      00	      07	     566	    1692
